job_id,title,requirements,description,company,raw_text,processed_text
83,Ürün Geliştirme Uzmanı,"Ürün geliştirme ve üretim süreçleri konusunda deneyim, kalite kontrol bilgisi.","Ürün geliştirme uzmanı olarak, koleksiyonların üretim süreçlerini yönetecek, kalite standartlarını denetleyecek ve ürünlerin piyasaya çıkışını organize edeceksiniz.",Elite Couture,"Ürün Geliştirme Uzmanı Ürün geliştirme uzmanı olarak, koleksiyonların üretim süreçlerini yönetecek, kalite standartlarını denetleyecek ve ürünlerin piyasaya çıkışını organize edeceksiniz. Ürün geliştirme ve üretim süreçleri konusunda deneyim, kalite kontrol bilgisi.",ürün geliştir uzma ürün geliştir uzma ol koleksiyon üretim süreç yönet kalite standart denetle ürün piyasa çıkış organize et ürün geliştir üretim süreç konu deney kalite kontrol bilgi
84,Muhasebe Uzmanı,"Muhasebe alanında en az 3 yıl deneyim, genel muhasebe bilgisi.","Muhasebe uzmanı olarak, şirketin mali kayıtlarını tutacak, finansal raporlar hazırlayacak ve vergi beyannamelerini oluşturacaksınız.",FinanSure Muhasebe,"Muhasebe Uzmanı Muhasebe uzmanı olarak, şirketin mali kayıtlarını tutacak, finansal raporlar hazırlayacak ve vergi beyannamelerini oluşturacaksınız. Muhasebe alanında en az 3 yıl deneyim, genel muhasebe bilgisi.",muhasebe uzma muhasebe uzma ol şirket mali kayıt tut finansal raporla hazırla vergi beyanname oluş muhasebe alan 3 yıl deney genel muhasebe bilgi
85,Vergi Uzmanı,"Vergi mevzuatına hakimiyet, vergi beyannamesi hazırlama tecrübesi.","Vergi uzmanı olarak, şirketin vergi yükümlülüklerini takip edecek, vergi planlaması yapacak ve vergi beyanlarını hazırlayacaksınız.",TaxCare,"Vergi Uzmanı Vergi uzmanı olarak, şirketin vergi yükümlülüklerini takip edecek, vergi planlaması yapacak ve vergi beyanlarını hazırlayacaksınız. Vergi mevzuatına hakimiyet, vergi beyannamesi hazırlama tecrübesi.",vergi uzma vergi uzma ol şirket vergi yüküm takip et vergi planla yap vergi beyan hazırla vergi mevzuat hakimiyet vergi beyanname hazırla tecrübe
86,Genel Muhasebe Sorumlusu,"Lisans mezunu, genel muhasebe süreçlerine hakim, ERP yazılımlarını kullanabilme.","Genel muhasebe sorumlusu olarak, şirketin mali işlemlerini yönetecek, muhasebe kayıtlarını düzenleyecek ve mali raporlar hazırlayacaksınız.",Accounting Pro,"Genel Muhasebe Sorumlusu Genel muhasebe sorumlusu olarak, şirketin mali işlemlerini yönetecek, muhasebe kayıtlarını düzenleyecek ve mali raporlar hazırlayacaksınız. Lisans mezunu, genel muhasebe süreçlerine hakim, ERP yazılımlarını kullanabilme.",genel muhasebe sorumlu genel muhasebe sorumlu ol şirket mali işlem yönet muhasebe kayıt düzenle mali raporla hazırla lisans mezun genel muhasebe süreç hakim erp yazılım kullan
87,Mali Analist,"Mali analiz yapabilme, finansal raporlama ve bütçeleme deneyimi.","Mali analist olarak, finansal verileri analiz edecek, bütçeleme süreçlerini yönetecek ve mali tablolar oluşturacaksınız.",FinanceExperts,"Mali Analist Mali analist olarak, finansal verileri analiz edecek, bütçeleme süreçlerini yönetecek ve mali tablolar oluşturacaksınız. Mali analiz yapabilme, finansal raporlama ve bütçeleme deneyimi.",mali analist mali analist ol finansal veri analiz et bütçele süreç yönet mali tablo oluş mali analiz yap finansal raporla bütçele deney
88,Muhasebe Müdürü,"Muhasebe alanında 5+ yıl deneyim, ekip yönetimi ve finansal strateji geliştirme yetenekleri.","Muhasebe müdürü olarak, muhasebe departmanını yönetecek, finansal stratejiler geliştirecek ve şirketin mali durumunu izleyerek raporlama yapacaksınız.",BalanceCorp,"Muhasebe Müdürü Muhasebe müdürü olarak, muhasebe departmanını yönetecek, finansal stratejiler geliştirecek ve şirketin mali durumunu izleyerek raporlama yapacaksınız. Muhasebe alanında 5+ yıl deneyim, ekip yönetimi ve finansal strateji geliştirme yetenekleri.",muhasebe müdür muhasebe müdür ol muhasebe departman yönet finansal strateji geliştir şirket mali durum izle raporla yap muhasebe alan 5 yıl deney ek yönet finansal stratej geliştir yetenek
89,Vergi Uzmanı,"Vergi mevzuatına hakimiyet, vergi beyannamesi hazırlama tecrübesi.","Vergi uzmanı olarak, şirketin vergi yükümlülüklerini takip edecek, vergi planlaması yapacak ve vergi beyanlarını hazırlayacaksınız.",TaxCare,"Vergi Uzmanı Vergi uzmanı olarak, şirketin vergi yükümlülüklerini takip edecek, vergi planlaması yapacak ve vergi beyanlarını hazırlayacaksınız. Vergi mevzuatına hakimiyet, vergi beyannamesi hazırlama tecrübesi.",vergi uzma vergi uzma ol şirket vergi yüküm takip et vergi planla yap vergi beyan hazırla vergi mevzuat hakimiyet vergi beyanname hazırla tecrübe
90,Genel Muhasebe Sorumlusu,"Lisans mezunu, genel muhasebe süreçlerine hakim, ERP yazılımlarını kullanabilme.","Genel muhasebe sorumlusu olarak, şirketin mali işlemlerini yönetecek, muhasebe kayıtlarını düzenleyecek ve mali raporlar hazırlayacaksınız.",Accounting Pro,"Genel Muhasebe Sorumlusu Genel muhasebe sorumlusu olarak, şirketin mali işlemlerini yönetecek, muhasebe kayıtlarını düzenleyecek ve mali raporlar hazırlayacaksınız. Lisans mezunu, genel muhasebe süreçlerine hakim, ERP yazılımlarını kullanabilme.",genel muhasebe sorumlu genel muhasebe sorumlu ol şirket mali işlem yönet muhasebe kayıt düzenle mali raporla hazırla lisans mezun genel muhasebe süreç hakim erp yazılım kullan
91,Mali Analist,"Mali analiz yapabilme, finansal raporlama ve bütçeleme deneyimi.","Mali analist olarak, finansal verileri analiz edecek, bütçeleme süreçlerini yönetecek ve mali tablolar oluşturacaksınız.",FinanceExperts,"Mali Analist Mali analist olarak, finansal verileri analiz edecek, bütçeleme süreçlerini yönetecek ve mali tablolar oluşturacaksınız. Mali analiz yapabilme, finansal raporlama ve bütçeleme deneyimi.",mali analist mali analist ol finansal veri analiz et bütçele süreç yönet mali tablo oluş mali analiz yap finansal raporla bütçele deney
92,İnşaat Mühendisi,"İnşaat mühendisliği lisans diploması, şantiye yönetimi tecrübesi.","İnşaat mühendisi olarak, inşaat projelerini yönetecek, şantiye düzenini sağlayacak ve inşaat süreçlerini denetleyeceksiniz.",BuildPro İnşaat,"İnşaat Mühendisi İnşaat mühendisi olarak, inşaat projelerini yönetecek, şantiye düzenini sağlayacak ve inşaat süreçlerini denetleyeceksiniz. İnşaat mühendisliği lisans diploması, şantiye yönetimi tecrübesi.",i̇nşaat mühendis i̇nşaat mühendis ol inşaat proje yönet şantiye düzen sağla inşaat süreç denetle i̇nşaat mühendis lisans diploma şantiye yönet tecrübe
93,Proje Yöneticisi,"Proje yönetimi konusunda deneyim, bütçeleme ve zaman yönetimi bilgisi.","Proje yöneticisi olarak, inşaat projelerinin tüm aşamalarını yönetecek, ekipleri koordine edecek ve projelerin zamanında tamamlanmasını sağlayacaksınız.",Mega Construction,"Proje Yöneticisi Proje yöneticisi olarak, inşaat projelerinin tüm aşamalarını yönetecek, ekipleri koordine edecek ve projelerin zamanında tamamlanmasını sağlayacaksınız. Proje yönetimi konusunda deneyim, bütçeleme ve zaman yönetimi bilgisi.",proje yönet proje yönet ol inşaat proje aşama yönet ekip koordine et proje zamanında tamam sağla proje yönet konu deney bütçele zaman yönet bilgi
94,Şantiye Şefi,"İnşaat sektörü deneyimi, iş güvenliği yönetimi bilgisi.","Şantiye şefi olarak, şantiyedeki günlük işleri yönetecek, işçi sağlığı ve güvenliğini sağlayacak ve tüm inşaat süreçlerinin sorunsuz ilerlemesini denetleyeceksiniz.",Grand Builders,"Şantiye Şefi Şantiye şefi olarak, şantiyedeki günlük işleri yönetecek, işçi sağlığı ve güvenliğini sağlayacak ve tüm inşaat süreçlerinin sorunsuz ilerlemesini denetleyeceksiniz. İnşaat sektörü deneyimi, iş güvenliği yönetimi bilgisi.",şantiye şef şantiye şef ol şantiye günlük iş yönet işçi sağlık güvenlik sağla inşaat süreç sorun ilerle denetle i̇nşaat sektör deney iş güvenlik yönet bilgi
95,İnşaat Teknisyeni,"İnşaat teknikeri diploması, teknik çizim okuma yeteneği.","İnşaat teknisyeni olarak, mühendislerin verdiği projeler doğrultusunda, inşaat sahasında teknik destek verecek, plan ve projelere uygun uygulamaları gerçekleştireceksiniz.",BuildRight İnşaat,"İnşaat Teknisyeni İnşaat teknisyeni olarak, mühendislerin verdiği projeler doğrultusunda, inşaat sahasında teknik destek verecek, plan ve projelere uygun uygulamaları gerçekleştireceksiniz. İnşaat teknikeri diploması, teknik çizim okuma yeteneği.",i̇nşaat teknisyen i̇nşaat teknisyen ol mühendis ver proje doğrultu inşaat saha teknik destek ver plan proje uygun uygula gerçek i̇nşaat tekniker diploma teknik çizi ok yetenek
96,Yapı Denetçisi,Yapı denetimi ve kalite kontrolü konusunda deneyim.,"Yapı denetçisi olarak, inşaat projelerinde kalite kontrolü yapacak, yapının inşaat standartlarına uygunluğunu denetleyecek ve raporlayacaksınız.",SolidConstruct Denetim,"Yapı Denetçisi Yapı denetçisi olarak, inşaat projelerinde kalite kontrolü yapacak, yapının inşaat standartlarına uygunluğunu denetleyecek ve raporlayacaksınız. Yapı denetimi ve kalite kontrolü konusunda deneyim.",yapı denet yapı denet ol inşaat proje kalite kontrol yap yapın inşaat standart uygun denetle raporla yapı denet kalite kontrol konu deney
97,Halkla İlişkiler Uzmanı,"İletişim, medya yönetimi veya halkla ilişkiler bölümlerinden mezun, iyi derecede İngilizce bilgisi.","Halkla ilişkiler uzmanı olarak, şirketin medya ilişkilerini yönetecek, basın bültenlerini yazacak ve basın toplantılarını organize edeceksiniz.",PR World,"Halkla İlişkiler Uzmanı Halkla ilişkiler uzmanı olarak, şirketin medya ilişkilerini yönetecek, basın bültenlerini yazacak ve basın toplantılarını organize edeceksiniz. İletişim, medya yönetimi veya halkla ilişkiler bölümlerinden mezun, iyi derecede İngilizce bilgisi.",halk i̇lişkiler uzma halk ilişki uzma ol şirket medya ilişki yönet bas bülten yaz bas toplantı organize et i̇letişim medya yönet halk ilişki bölüm mezun iyi derece i̇ngilizce bilgi
98,Medya İlişkileri Uzmanı,"Medya ilişkileri deneyimi, iletişim becerileri, haber ajansları ile işbirliği yapabilme yeteneği.","Medya ilişkileri uzmanı olarak, gazetecilerle iletişim kuracak, medya üzerinden yayımlanacak içerikleri oluşturacak ve şirketin medyada görünürlüğünü artıracaksınız.",MediaLink İletişim,"Medya İlişkileri Uzmanı Medya ilişkileri uzmanı olarak, gazetecilerle iletişim kuracak, medya üzerinden yayımlanacak içerikleri oluşturacak ve şirketin medyada görünürlüğünü artıracaksınız. Medya ilişkileri deneyimi, iletişim becerileri, haber ajansları ile işbirliği yapabilme yeteneği.",medya i̇lişkileri uzma medya ilişki uzma ol gazete iletişim kur medya üzer yayımla içerik oluş şirket medya görünür artır medya ilişki deney iletişim beceri haber ajans işbirliği yap yetenek
99,İletişim Koordinatörü,"Kurumsal iletişim konusunda en az 3 yıl deneyim, liderlik ve proje yönetim yetenekleri.","İletişim koordinatörü olarak, şirketin tüm iletişim faaliyetlerini koordine edecek, iç ve dış iletişim stratejilerini geliştireceksiniz.",Global PR Solutions,"İletişim Koordinatörü İletişim koordinatörü olarak, şirketin tüm iletişim faaliyetlerini koordine edecek, iç ve dış iletişim stratejilerini geliştireceksiniz. Kurumsal iletişim konusunda en az 3 yıl deneyim, liderlik ve proje yönetim yetenekleri.",i̇letişim koordinatör i̇letişim koordinatör ol şirket iletişim faaliyet koordine et iç dış iletişim strateji geliştir kurum iletişim konu 3 yıl deney lider proje yönet yetenek
100,Sosyal Medya Yöneticisi,"Sosyal medya yönetimi tecrübesi, dijital pazarlama bilgisi, içerik oluşturma yeteneği.","Sosyal medya yöneticisi olarak, şirketin sosyal medya hesaplarını yönetecek, içerik planlaması yapacak ve takipçi etkileşimini artıracak çalışmalar yürüteceksiniz.",SocialBuzz Agency,"Sosyal Medya Yöneticisi Sosyal medya yöneticisi olarak, şirketin sosyal medya hesaplarını yönetecek, içerik planlaması yapacak ve takipçi etkileşimini artıracak çalışmalar yürüteceksiniz. Sosyal medya yönetimi tecrübesi, dijital pazarlama bilgisi, içerik oluşturma yeteneği.",sosyal medya yönet sosyal medya yönet ol şirket sosyal medya hesap yönet içerik planla yap takip etkileşim artır çalış yürüt sosyal medya yönet tecrübe dijital pazarla bilgi içerik oluş yetenek
101,Basın Danışmanı,"Basın bülteni yazma ve medya takibi konusunda deneyim, güçlü yazılı ve sözlü iletişim becerileri.","Basın danışmanı olarak, şirketin basın bültenlerini hazırlayacak, medya ile etkili iletişim kuracak ve basınla ilişkileri yöneteceksiniz.",PressOne İletişim,"Basın Danışmanı Basın danışmanı olarak, şirketin basın bültenlerini hazırlayacak, medya ile etkili iletişim kuracak ve basınla ilişkileri yöneteceksiniz. Basın bülteni yazma ve medya takibi konusunda deneyim, güçlü yazılı ve sözlü iletişim becerileri.",bas danışman bas danışman ol şirket bas bülten hazırla medya etki iletişim kur bas ilişki yönet bas bülten yazma medya takip konu deney güçlü yazılı sözlü iletişim beceri
102,Banka Şube Müdürü,"Bankacılık sektörü deneyimi, liderlik ve yönetim becerileri.","Banka şube müdürü olarak, şube operasyonlarını yönetecek, müşteri ilişkilerini güçlendirecek ve şubenin hedeflerine ulaşmasını sağlayacaksınız.",Ziraat Bankası,"Banka Şube Müdürü Banka şube müdürü olarak, şube operasyonlarını yönetecek, müşteri ilişkilerini güçlendirecek ve şubenin hedeflerine ulaşmasını sağlayacaksınız. Bankacılık sektörü deneyimi, liderlik ve yönetim becerileri.",bank şube müdür bank şube müdür ol şube operasyon yönet müşteri ilişki güçlen şube hedef ulaş sağla banka sektör deney lider yönet beceri
103,Kredi Analisti,"Finansal analiz ve kredi değerlendirme konusunda deneyim, ekonomi veya finans bölümü mezuniyeti.","Kredi analisti olarak, başvurulan kredi taleplerini inceleyecek, risk analizleri yapacak ve kredi onay sürecini yöneteceksiniz.",Garanti BBVA,"Kredi Analisti Kredi analisti olarak, başvurulan kredi taleplerini inceleyecek, risk analizleri yapacak ve kredi onay sürecini yöneteceksiniz. Finansal analiz ve kredi değerlendirme konusunda deneyim, ekonomi veya finans bölümü mezuniyeti.",kredi analist kredi analist ol başvur kredi talep incele risk analiz yap kredi onay süreç yönet finansal analiz kredi değerlendir konu deney ekonomi finans bölü mezuniyet
104,Hazine Uzmanı,"Hazine işlemleri konusunda deneyim, finansal risk yönetimi bilgisi.","Hazine uzmanı olarak, şirketin nakit yönetimini ve finansal risklerini yönetecek, yatırım portföylerini oluşturacak ve optimize edeceksiniz.",İş Bankası,"Hazine Uzmanı Hazine uzmanı olarak, şirketin nakit yönetimini ve finansal risklerini yönetecek, yatırım portföylerini oluşturacak ve optimize edeceksiniz. Hazine işlemleri konusunda deneyim, finansal risk yönetimi bilgisi.",hazin uzma hazin uzma ol şirket nakit yönetim finansal risk yönet yatır portföy oluş optimize et hazin işlem konu deney finansal risk yönet bilgi
105,Müşteri İlişkileri Yöneticisi,"Müşteri hizmetleri deneyimi, satış ve iletişim becerileri.","Müşteri ilişkileri yöneticisi olarak, bankanın müşteri portföyünü yönetecek, müşteri taleplerine hızlı çözüm üretecek ve müşteri memnuniyetini artıracaksınız.",Yapı Kredi Bankası,"Müşteri İlişkileri Yöneticisi Müşteri ilişkileri yöneticisi olarak, bankanın müşteri portföyünü yönetecek, müşteri taleplerine hızlı çözüm üretecek ve müşteri memnuniyetini artıracaksınız. Müşteri hizmetleri deneyimi, satış ve iletişim becerileri.",müşteri i̇lişkileri yönet müşteri ilişki yönet ol banka müşteri portföy yönet müşteri talep hızlı çöz üret müşteri memnuniyet artır müşteri hizmet deney satış iletişim beceri
106,Portföy Yöneticisi,"Finansal analiz, portföy yönetimi ve yatırım stratejileri konusunda deneyim.","Portföy yöneticisi olarak, bankanın yatırım portföyünü yönetecek, piyasa analizleri yapacak ve yatırım kararları alacaksınız.",QNB Finansbank,"Portföy Yöneticisi Portföy yöneticisi olarak, bankanın yatırım portföyünü yönetecek, piyasa analizleri yapacak ve yatırım kararları alacaksınız. Finansal analiz, portföy yönetimi ve yatırım stratejileri konusunda deneyim.",portföy yönet portföy yönet ol banka yatır portföy yönet piyasa analiz yap yatır karar al finansal analiz portföy yönet yatır strateji konu deney
107,Resim Eğitmeni,"Sanat eğitimi ve resim yapma deneyimi, öğreticilik becerisi.","Resim eğitmeni olarak, öğrencilere temel resim tekniklerini öğretecek, yaratıcı süreçleri destekleyecek ve sanat dersleri düzenleyeceksiniz.",Art Academy,"Resim Eğitmeni Resim eğitmeni olarak, öğrencilere temel resim tekniklerini öğretecek, yaratıcı süreçleri destekleyecek ve sanat dersleri düzenleyeceksiniz. Sanat eğitimi ve resim yapma deneyimi, öğreticilik becerisi.",resim eğitmen resim eğitmen ol öğrenci temel resim teknik öğret yarat süreç destekle sanat ders düzenle sanat eğitim resim yap deney öğret beceri
108,Heykeltraş,"Heykel yapma deneyimi, üç boyutlu tasarım bilgisi.","Heykeltraş olarak, çeşitli malzemelerle heykeller tasarlayacak ve sanat galerileri ve sergiler için eserler oluşturacaksınız.",Sculpture Studio,"Heykeltraş Heykeltraş olarak, çeşitli malzemelerle heykeller tasarlayacak ve sanat galerileri ve sergiler için eserler oluşturacaksınız. Heykel yapma deneyimi, üç boyutlu tasarım bilgisi.",heykeltraş heykeltraş ol çeşitli malzeme heykel tasarla sanat galeri sergile es oluş heykel yap deney üç boyut tasar bilgi
109,Sanat Galerisi Müdürü,"Sanat galerisi yönetimi konusunda deneyim, sanat tarihi bilgisi.","Sanat galerisi müdürü olarak, galerinin yönetimini üstlenecek, sergi organizasyonları yapacak ve sanatçılarla işbirliği yapacaksınız.",Galeria Art,"Sanat Galerisi Müdürü Sanat galerisi müdürü olarak, galerinin yönetimini üstlenecek, sergi organizasyonları yapacak ve sanatçılarla işbirliği yapacaksınız. Sanat galerisi yönetimi konusunda deneyim, sanat tarihi bilgisi.",sanat galeri müdür sanat galeri müdür ol galeri yönetim üstlen sergi organizasyon yap sanat işbirliği yap sanat galeri yönet konu deney sanat tarihi bilgi
110,Grafik Tasarımcı,"Grafik tasarım yazılımlarına hakimiyet, yaratıcı düşünme.","Grafik tasarımcı olarak, çeşitli dijital ve basılı materyaller için görsel tasarımlar yapacak, markaların görsel kimliklerini oluşturacaksınız.",Creative Design Studio,"Grafik Tasarımcı Grafik tasarımcı olarak, çeşitli dijital ve basılı materyaller için görsel tasarımlar yapacak, markaların görsel kimliklerini oluşturacaksınız. Grafik tasarım yazılımlarına hakimiyet, yaratıcı düşünme.",grafik tasarım grafik tasarım ol çeşitli dijital bası materyal görsel tasarımla yap marka görsel kimlik oluş grafik tasar yazılım hakimiyet yarat düşün
111,Fotoğrafçı,"Fotoğrafçılık deneyimi, teknik fotoğraf makineleri kullanabilme bilgisi.","Fotoğrafçı olarak, özel etkinliklerde, sergilerde veya portre çalışmaları için fotoğraf çekecek, görsel hikayeler oluşturacaksınız.",Vision Photography,"Fotoğrafçı Fotoğrafçı olarak, özel etkinliklerde, sergilerde veya portre çalışmaları için fotoğraf çekecek, görsel hikayeler oluşturacaksınız. Fotoğrafçılık deneyimi, teknik fotoğraf makineleri kullanabilme bilgisi.",fotoğraf fotoğraf ol özel etkin sergi portre çalış fotoğraf çek görsel hikayele oluş fotoğraf deney teknik fotoğraf makine kullan bilgi
112,Pilot,"Ticari pilot lisansı, uçuş deneyimi, sağlık sertifikası.","Pilot olarak, yolcu ve yük taşımacılığı gerçekleştirecek, güvenli uçuşları sağlayacak ve hava trafiği ile koordineli çalışacaksınız.",Sky Airlines,"Pilot Pilot olarak, yolcu ve yük taşımacılığı gerçekleştirecek, güvenli uçuşları sağlayacak ve hava trafiği ile koordineli çalışacaksınız. Ticari pilot lisansı, uçuş deneyimi, sağlık sertifikası.",pilot pilot ol yolcu yük taşı gerçek güven uç sağla hava trafik koordine çalış ticari pilot lisans uçuş deney sağlık sertifika
113,Havacılık Teknisyeni,"Havacılık teknikerliği diploması, uçak bakım ve onarım bilgisi.","Havacılık teknisyeni olarak, uçakların bakımını yapacak, arızalarını tespit edecek ve uçakların güvenli uçuş için hazırlıklarını sağlayacaksınız.",AeroTech Maintenance,"Havacılık Teknisyeni Havacılık teknisyeni olarak, uçakların bakımını yapacak, arızalarını tespit edecek ve uçakların güvenli uçuş için hazırlıklarını sağlayacaksınız. Havacılık teknikerliği diploması, uçak bakım ve onarım bilgisi.",havacılık teknisyen havacılık teknisyen ol uçak bakım yap arıza tespit et uçak güven uçuş hazırlık sağla havacılık tekniker diploma uçak bakı on bilgi
114,Hava Trafik Kontrolörü,"Hava trafik kontrolü eğitimi, iyi iletişim becerileri.","Hava trafik kontrolörü olarak, uçuş rotalarını düzenleyecek, uçakların güvenli bir şekilde havalanmasını ve iniş yapmasını sağlayacaksınız.",Global Air Traffic Control,"Hava Trafik Kontrolörü Hava trafik kontrolörü olarak, uçuş rotalarını düzenleyecek, uçakların güvenli bir şekilde havalanmasını ve iniş yapmasını sağlayacaksınız. Hava trafik kontrolü eğitimi, iyi iletişim becerileri.",hava trafik kontrolör hava trafik kontrolör ol uçuş rota düzenle uçak güven bir şekil havalan in yap sağla hava trafik kontrol eğitim iyi iletişim beceri
115,Uçuş Eğitmeni,"Uçuş eğitmenliği sertifikası, pilotluk deneyimi.","Uçuş eğitmeni olarak, öğrencilere uçuş eğitimi verecek, pilotaj becerilerini geliştirecek ve uçuş simülasyonları düzenleyeceksiniz.",Fly Academy,"Uçuş Eğitmeni Uçuş eğitmeni olarak, öğrencilere uçuş eğitimi verecek, pilotaj becerilerini geliştirecek ve uçuş simülasyonları düzenleyeceksiniz. Uçuş eğitmenliği sertifikası, pilotluk deneyimi.",uçuş eğitmen uçuş eğitmen ol öğrenci uçuş eğitim ver pilotaj beceri geliştir uçuş simülasyon düzenle uçuş eğitmen sertifika pilot deney
116,Havacılık Güvenliği Uzmanı,"Havacılık güvenliği konusunda deneyim, güvenlik prosedürlerine hakimiyet.","Havacılık güvenliği uzmanı olarak, uçuş güvenliği standartlarını denetleyecek, güvenlik protokollerine uygunluğu kontrol edecek ve risk analizleri yapacaksınız.",SecureFlight Aviation,"Havacılık Güvenliği Uzmanı Havacılık güvenliği uzmanı olarak, uçuş güvenliği standartlarını denetleyecek, güvenlik protokollerine uygunluğu kontrol edecek ve risk analizleri yapacaksınız. Havacılık güvenliği konusunda deneyim, güvenlik prosedürlerine hakimiyet.",havacılık güvenlik uzma havacılık güvenlik uzma ol uçuş güvenlik standart denetle güvenlik protokol uygun kontrol et risk analiz yap havacılık güvenlik konu deney güvenlik prosedür hakimiyet
117,İK Eğitim ve Gelişim Uzmanı,"Kurumsal eğitim süreçlerinde en az 3 yıl deneyim, LMS sistemleri hakkında bilgi sahibi, Etkili sunum ve iletişim becerileri",Çalışanların kariyer gelişimlerini destekleyecek eğitim programlarını tasarlamak ve uygulamak. Eğitim ihtiyaç analizi yaparak kişiselleştirilmiş öğrenme yolları oluşturmak.,TalentBridge,"İK Eğitim ve Gelişim Uzmanı Çalışanların kariyer gelişimlerini destekleyecek eğitim programlarını tasarlamak ve uygulamak. Eğitim ihtiyaç analizi yaparak kişiselleştirilmiş öğrenme yolları oluşturmak. Kurumsal eğitim süreçlerinde en az 3 yıl deneyim, LMS sistemleri hakkında bilgi sahibi, Etkili sunum ve iletişim becerileri",i̇k eğitim gelişim uzma çalış kariyer gelişim destekle eğitim program tasarla uygula eğitim ihtiyaç analiz yap kişisel öğren yol oluş kurum eğitim süreç 3 yıl deney lms sistem hakkında bilgi sahip etki sunu iletişim beceri
118,İK İşe Alım Operasyon Sorumlusu,"İşe alım sürecinde minimum 1 yıl deneyim, MS Office ve işe alım platformları bilgisi, Organizasyon yeteneği yüksek, dikkatli","İşe alım sürecinin operasyonel aşamalarını yönetmek, aday havuzunu güncel tutmak, mülakat organizasyonlarını koordine etmek ve raporlama süreçlerine destek vermek.",RecruWell,"İK İşe Alım Operasyon Sorumlusu İşe alım sürecinin operasyonel aşamalarını yönetmek, aday havuzunu güncel tutmak, mülakat organizasyonlarını koordine etmek ve raporlama süreçlerine destek vermek. İşe alım sürecinde minimum 1 yıl deneyim, MS Office ve işe alım platformları bilgisi, Organizasyon yeteneği yüksek, dikkatli",i̇k i̇şe al operasyon sorumlu i̇şe al süreç operasyonel aşama yönet aday havuz güncel tut mülakat organizasyon koordine et raporla süreç destek ver i̇şe al süreç minimum 1 yıl deney ms office işe al platform bilgi organizasyon yetenek yüksek dikkatli
119,İK Proje Koordinatörü,"Proje yönetimi konusunda bilgi sahibi, İnsan kaynakları süreçlerine hâkim, İyi derecede İngilizce","İK departmanında yürütülen projelerin takibini yapmak, zaman planına göre süreci ilerletmek ve farklı ekipler arasında koordinasyonu sağlamak.",HRNext,"İK Proje Koordinatörü İK departmanında yürütülen projelerin takibini yapmak, zaman planına göre süreci ilerletmek ve farklı ekipler arasında koordinasyonu sağlamak. Proje yönetimi konusunda bilgi sahibi, İnsan kaynakları süreçlerine hâkim, İyi derecede İngilizce",i̇k proje koordinatör i̇k departman yürüt proje takip yap zaman plan göre süreç ilerle fark ekip ara koordinasyon sağla proje yönet konu bilgi sahip i̇nsan kaynak süreç hakim i̇yi derece i̇ngilizce
120,Robotik Kodlama Öğretmeni,"STEM alanında eğitim tecrübesi, Arduino ve Scratch bilgisi, Yaratıcı ve teknolojiye açık","Ortaokul seviyesinde robotik ve kodlama derslerini vermek, öğrencilerin proje üretme yeteneğini geliştirmek.",TechEdu Academy,"Robotik Kodlama Öğretmeni Ortaokul seviyesinde robotik ve kodlama derslerini vermek, öğrencilerin proje üretme yeteneğini geliştirmek. STEM alanında eğitim tecrübesi, Arduino ve Scratch bilgisi, Yaratıcı ve teknolojiye açık",robotik kodla öğretmen ortaokul seviye robotik kodla ders ver öğrenci proje üret yetenek geliştir stem alan eğitim tecrübe arduino scratch bilgi yarat teknoloji açık
121,Psikolojik Danışman ve Rehber Öğretmen,"Psikolojik danışmanlık veya PDR mezunu, öğrenci ve veli iletişiminde güçlü, Rehberlik süreçlerine hâkim","Öğrencilerin gelişim süreçlerini takip etmek, danışmanlık ve yönlendirme hizmetleri sağlamak.",Yeni Ufuklar Okulları,"Psikolojik Danışman ve Rehber Öğretmen Öğrencilerin gelişim süreçlerini takip etmek, danışmanlık ve yönlendirme hizmetleri sağlamak. Psikolojik danışmanlık veya PDR mezunu, öğrenci ve veli iletişiminde güçlü, Rehberlik süreçlerine hâkim",psikolojik danışman rehber öğretmen öğrenci gelişim süreç takip et danışmanlık yönlen hizmet sağla psikolojik danışmanlık pdr mezun öğrenci veli iletişim güçlü rehber süreç hakim
122,Drama ve Tiyatro Öğretmeni,"Tiyatro veya sahne sanatları mezunu, pedagojik formasyon sahibi, Grup yönetimi becerisi",İlkokul ve ortaokul öğrencilerine yönelik yaratıcı drama derslerini planlamak ve tiyatro kulübünü yürütmek.,SanatKöy Koleji,"Drama ve Tiyatro Öğretmeni İlkokul ve ortaokul öğrencilerine yönelik yaratıcı drama derslerini planlamak ve tiyatro kulübünü yürütmek. Tiyatro veya sahne sanatları mezunu, pedagojik formasyon sahibi, Grup yönetimi becerisi",dram tiyatro öğretmen i̇lkokul ortaokul öğrenci yönelik yarat dram ders planla tiyatro kulüp yürüt tiyatro sahne sanat mezun pedagojik formasyon sahip grup yönet beceri
